Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
Device: 0 | Name: b'Tesla V100-PCIE-32GB' | Mem used:25.91
